,Index_Data,Prediction
3374,32989,8325.74
3375,32997,4605.8896
3376,32999,3733.07
3377,33001,11815.318
3378,33013,0.0
3379,33016,3066.637
3380,33020,0.0
3381,33023,5163.8403
3382,33043,6365.444
3383,33056,7236.036
3384,33085,4237.298
3385,33092,8502.825
3386,33093,9272.572
3387,33099,6174.631
3388,33111,0.0
3389,33123,0.0
3390,33141,4833.7817
3391,33143,6073.645
3392,33147,7106.2344
3393,33153,10628.691
3394,33194,15401.17
3395,33199,8192.257
3396,33202,4869.8506
3397,33203,0.0
3398,33206,6966.372
3399,33221,5412.425
3400,33222,4928.2637
3401,33242,5231.458
3402,33248,4128.563
3403,33264,0.0
3404,33266,9131.764
3405,33273,8416.711
3406,33281,5908.4507
3407,33303,6845.9404
3408,33304,7119.3516
3409,33322,3755.6265
3410,33343,6714.2188
3411,33344,5490.8877
3412,33348,10879.75
3413,33353,7393.4326
3414,33354,12676.27
3415,33356,7368.166
3416,33370,5897.3525
3417,33371,9681.144
3418,33373,0.0
3419,33382,3771.04
3420,33391,8835.605
3421,33398,10669.174
3422,33412,2206.8977
3423,33415,4091.847
3424,33417,0.0
3425,33438,15006.66
3426,33439,6095.416
3427,33458,9406.952
3428,33481,10945.944
3429,33494,10053.0205
3430,33495,9823.086
3431,33498,0.0
3432,33512,5943.4517
3433,33525,5822.54
3434,33527,3786.7017
3435,33529,9803.687
3436,33540,19800.01
3437,33547,6401.1987
3438,33582,10309.531
3439,33584,4342.7754
3440,33613,5130.2295
3441,33622,0.0
3442,33627,3079.458
3443,33638,0.0
3444,33649,0.0
3445,33668,6959.5425
3446,33682,7128.4585
3447,33689,5760.6646
3448,33702,11069.045
3449,33712,5265.24
3450,33715,8704.524
3451,33730,4509.6655
3452,33743,4917.774
3453,33754,4736.5767
3454,33758,13272.397
3455,33763,4864.58
3456,33802,4906.739
3457,33817,8140.552
3458,33819,3634.4502
3459,33824,4774.0127
3460,33842,9105.001
3461,33845,7348.6763
3462,33859,7698.6284
3463,33861,0.0
3464,33869,6908.764
3465,33874,8256.534
3466,33880,11140.817
3467,33898,8738.6875
3468,33900,5515.6733
3469,33911,2598.5664
3470,33915,10422.479
3471,33926,7729.502
3472,33952,0.0
3473,33956,16175.899
3474,33971,6957.3726
3475,33976,0.0
3476,33981,6410.9277
3477,33982,0.0
3478,33999,5474.485
3479,34036,4621.1665
3480,34044,7217.4653
3481,34045,10926.635
3482,34102,7211.029
3483,34106,0.0
3484,34142,4290.229
3485,34151,10976.226
3486,34169,5091.76
3487,34178,8698.224
3488,34180,4894.989
3489,34181,6681.531
3490,34194,4662.5586
3491,34204,7982.2144
3492,34208,6136.686
3493,34221,4513.366
3494,34243,17832.018
3495,34245,3463.1472
3496,34246,4695.0317
3497,34255,4711.8613
3498,34268,10950.063
3499,34288,7451.5635
3500,34294,4888.1826
3501,34297,0.0
3502,34314,7485.688
3503,34316,10174.315
3504,34329,5473.302
3505,34330,0.0
3506,34334,7174.728
3507,34346,0.0
3508,34348,5946.3164
3509,34354,6851.1216
3510,34386,7660.922
3511,34395,7315.2485
3512,34399,0.0
3513,34403,0.0
3514,34411,3513.175
3515,34427,0.0
3516,34430,14276.926
3517,34431,0.0
3518,34434,5880.6626
3519,34452,9586.417
3520,34465,7736.204
3521,34481,5505.766
3522,34489,6184.76
3523,34491,8263.327
3524,34502,10968.796
3525,34503,8696.784
3526,34523,10113.952
3527,34536,6455.684
3528,34540,11997.581
3529,34557,0.0
3530,34563,9216.66
3531,34577,0.0
3532,34598,6590.802
3533,34620,6053.2026
3534,34623,7271.0483
3535,34661,17337.598
3536,34668,4419.512
3537,34685,7663.446
3538,34690,4759.7866
3539,34693,10762.213
3540,34700,8179.191
3541,34703,8362.326
3542,34718,7897.791
3543,34729,0.0
3544,34747,0.0
3545,34758,10694.884
3546,34765,0.0
3547,34795,5874.46
3548,34797,7995.4
3549,34807,4001.1816
3550,34808,7373.2925
3551,34834,3373.6216
3552,34850,13312.764
3553,34853,1971.4381
3554,34861,0.0
3555,34862,0.0
3556,34863,6328.414
3557,34871,4126.884
3558,34874,6388.438
3559,34907,11306.855
3560,34910,11467.174
3561,34917,4401.7266
3562,34928,11385.775
3563,34936,0.0
3564,34941,5432.7114
3565,34944,9777.172
3566,34945,4064.39
3567,34949,9621.028
3568,34969,4747.8477
3569,35009,3819.481
3570,35016,3719.0613
3571,35018,0.0
3572,35038,4060.1313
3573,35039,0.0
3574,35041,8830.833
3575,35049,3891.3806
3576,35058,12806.566
3577,35073,4682.6694
3578,35103,6198.5806
3579,35104,10954.933
3580,35107,0.0
3581,35144,2239.2932
3582,35155,0.0
3583,35159,4655.74
3584,35169,0.0
3585,35170,7846.0034
3586,35175,6334.4365
3587,35182,7681.4766
3588,35194,8494.965
3589,35199,7772.7676
3590,35214,4594.4175
3591,35217,9173.473
3592,35219,0.0
3593,35222,6319.7974
3594,35227,6669.3115
3595,35254,8520.309
3596,35257,6967.904
3597,35278,5106.8115
3598,35283,7992.46
3599,35292,0.0
3600,35314,11782.054
3601,35320,6809.623
3602,35335,5430.8364
3603,35337,3087.2678
3604,35344,4167.471
3605,35348,0.0
3606,35359,3265.4956
3607,35366,10227.462
3608,35367,7195.486
3609,35368,6668.343
3610,35379,3669.358
3611,35409,6013.7505
3612,35420,0.0
3613,35429,10202.002
3614,35451,3575.657
3615,35473,6129.5596
3616,35482,14011.008
3617,35505,5203.8594
3618,35519,9719.749
3619,35522,0.0
3620,35525,7721.3735
3621,35528,15442.265
3622,35529,5443.6294
3623,35546,12269.715
3624,35551,5152.7266
3625,35584,1923.8219
3626,35601,2750.5295
3627,35636,7499.9463
3628,35637,3557.3113
3629,35640,7635.7427
3630,35641,8040.5615
3631,35656,2349.4749
3632,35681,6304.494
3633,35735,6597.776
3634,35743,9014.344
3635,35744,2948.7512
3636,35748,7313.813
3637,35754,4194.804
3638,35768,9181.533
3639,35781,7137.2607
3640,35787,7281.969
3641,35794,5079.8896
3642,35796,7883.7725
3643,35809,4618.6562
3644,35813,10961.193
3645,35821,6791.574
3646,35838,0.0
3647,35841,5780.1167
3648,35844,5295.717
3649,35853,4102.4478
3650,35868,9439.254
3651,35870,2768.9758
3652,35872,1062.458
3653,35890,0.0
3654,35894,3082.018
3655,35896,0.0
3656,35915,5706.0864
3657,35921,4790.566
3658,35938,3749.4092
3659,35941,9503.642
3660,35947,6452.6045
3661,35955,8569.619
3662,35965,3464.1433
3663,35972,4257.49
3664,35980,8045.222
3665,35983,7506.927
3666,35990,11547.352
3667,35994,7423.0493
3668,36002,6782.4404
3669,36027,3273.8389
3670,36030,8037.932
3671,36032,17475.602
3672,36036,3646.6775
3673,36040,12725.914
3674,36042,3112.5396
3675,36056,6228.6123
3676,36060,4209.3706
3677,36067,10390.43
3678,36078,0.0
3679,36083,3816.0327
3680,36111,12267.999
3681,36131,0.0
3682,36132,0.0
3683,36137,5631.2534
3684,36139,5298.9946
3685,36144,7427.2144
3686,36145,8817.193
3687,36147,11964.912
3688,36158,5353.328
3689,36176,0.0
3690,36177,9401.447
3691,36180,5587.835
3692,36182,2835.9346
3693,36187,6811.444
3694,36201,6814.8066
3695,36202,9080.067
3696,36204,5026.3994
3697,36206,6765.9043
3698,36220,8512.01
3699,36222,4972.7246
3700,36229,6312.2847
3701,36245,6574.347
3702,36248,4646.5996
3703,36268,7907.627
3704,36297,9282.898
3705,36305,2570.508
3706,36314,0.0
3707,36315,0.0
3708,36327,5105.6226
3709,36345,6110.0986
3710,36359,3600.8066
3711,36361,6542.725
3712,36404,5869.8633
3713,36412,2821.6729
3714,36423,0.0
3715,36428,6637.68
3716,36431,9491.0205
3717,36456,7445.691
3718,36464,0.0
3719,36471,5215.851
3720,36501,8209.778
3721,36527,7275.7607
3722,36529,3016.9077
3723,36533,1947.5022
3724,36534,3668.4922
3725,36559,8345.002
3726,36562,2349.337
3727,36568,0.0
3728,36576,7003.0083
3729,36626,3812.4692
3730,36628,5619.687
3731,36632,11696.098
3732,36637,5927.3345
3733,36645,0.0
3734,36647,4485.3936
3735,36653,8310.237
3736,36691,9508.235
3737,36692,0.0
3738,36702,5106.4297
3739,36729,0.0
3740,36732,9064.568
3741,36737,7790.593
3742,36739,5908.739
3743,36740,12105.766
3744,36747,4639.959
3745,36756,7677.756
3746,36774,7715.0596
3747,36775,2660.001
3748,36777,5572.1675
3749,36799,4507.266
3750,36801,10503.915
3751,36813,0.0
3752,36826,0.0
3753,36831,5539.406
3754,36840,3780.818
3755,36847,4157.3315
3756,36852,5147.376
3757,36863,15784.682
3758,36866,12575.827
3759,36872,9484.704
3760,36884,5377.2637
3761,36890,4955.529
3762,36891,6911.7075
3763,36897,10757.827
3764,36928,8671.241
3765,36932,3907.0872
3766,36935,4223.2266
3767,36937,0.0
3768,36938,3261.9404
3769,36957,6372.683
3770,36963,0.0
3771,36976,6029.182
3772,36982,5308.137
3773,36983,2170.694
3774,36995,10947.747
3775,37000,9856.155
3776,37011,6018.035
3777,37014,2157.4749
3778,37015,10233.548
3779,37021,8559.501
3780,37030,2738.2937
3781,37045,6963.6255
3782,37047,5815.7314
3783,37061,8398.757
3784,37096,0.0
3785,37101,6021.249
3786,37132,5216.848
3787,37135,0.0
3788,37180,6086.303
3789,37194,6389.5938
3790,37198,8269.344
3791,37199,9110.388
3792,37200,10167.084
3793,37212,9293.968
3794,37214,6828.7026
3795,37229,8955.338
3796,37246,5579.1826
3797,37249,2110.1792
3798,37250,0.0
3799,37257,6351.9414
3800,37261,3768.711
3801,37268,11185.869
3802,37278,12205.721
3803,37294,8783.635
3804,37295,5746.717
3805,37299,6741.729
3806,37301,6868.851
3807,37302,0.0
3808,37306,5794.2593
3809,37313,9085.315
3810,37319,3696.5833
3811,37326,7970.471
3812,37329,0.0
3813,37334,9625.562
3814,37365,0.0
3815,37368,11466.631
3816,37369,5511.812
3817,37384,5549.293
3818,37396,11091.366
3819,37397,9227.47
3820,37399,8656.675
3821,37413,8828.534
3822,37418,7703.2
3823,37433,0.0
3824,37434,7800.42
3825,37440,7397.9243
3826,37442,3755.4663
3827,37444,9173.006
3828,37450,11746.73
3829,37462,8089.7534
3830,37468,12301.056
3831,37481,15258.755
3832,37502,8745.03
3833,37507,7120.008
3834,37517,8293.037
3835,37521,5648.5503
3836,37539,6322.5996
3837,37541,6001.485
3838,37555,5869.648
3839,37566,0.0
3840,37568,5713.1426
3841,37596,9634.061
3842,37602,4176.747
3843,37623,6798.383
3844,37632,4307.3145
3845,37644,6328.013
3846,37665,8659.657
3847,37674,7322.433
3848,37675,6920.8135
3849,37690,7361.3936
3850,37696,5857.3716
3851,37720,3051.7603
3852,37729,5993.23
3853,37762,4474.421
3854,37764,4822.383
3855,37765,4293.796
3856,37767,9630.4
3857,37777,4165.623
3858,37796,4562.046
3859,37819,5381.912
3860,37820,2858.5295
3861,37822,0.0
3862,37840,3058.4272
3863,37845,2538.309
3864,37854,6330.32
3865,37857,0.0
3866,37858,8339.078
3867,37859,12468.164
3868,37860,10173.367
3869,37865,4518.9204
3870,37873,0.0
3871,37875,12080.189
3872,37878,5588.0815
3873,37879,6466.516
3874,37881,0.0
3875,37895,0.0
3876,37910,11092.041
3877,37917,4936.6875
3878,37926,1895.6295
3879,37929,9391.424
3880,37938,4967.5723
3881,37956,7437.394
3882,37965,3819.1194
3883,37981,3171.8848
3884,37987,4236.912
3885,38002,8612.609
3886,38012,2570.7483
3887,38033,4134.3115
3888,38085,3934.9417
3889,38101,7363.567
3890,38105,0.0
3891,38115,5597.2075
3892,38140,4430.3438
3893,38145,8565.027
3894,38162,0.0
3895,38165,5836.218
3896,38180,2141.733
3897,38195,7991.6743
3898,38201,6627.9805
3899,38205,0.0
3900,38216,5163.4756
3901,38217,0.0
3902,38225,5873.0845
3903,38231,0.0
3904,38264,8760.066
3905,38270,4353.4263
3906,38271,9710.97
3907,38277,4570.7246
3908,38298,6099.477
3909,38301,4714.197
3910,38309,8095.2617
3911,38354,0.0
3912,38356,5323.062
3913,38380,3879.3027
3914,38382,5477.755
3915,38397,5840.742
3916,38401,7808.852
3917,38403,6298.596
3918,38410,8533.018
3919,38435,3946.4912
3920,38436,6523.5195
3921,38448,8306.178
3922,38458,5926.414
3923,38460,4048.9722
3924,38462,7154.6562
3925,38468,3101.633
3926,38477,4549.2363
3927,38486,0.0
3928,38490,5419.945
3929,38498,2379.8965
3930,38513,6596.3496
3931,38524,3730.1318
3932,38525,7712.3867
3933,38527,6928.9717
3934,38545,4998.5054
3935,38596,6890.7563
3936,38608,4948.276
3937,38611,5629.4165
3938,38634,11473.857
3939,38661,0.0
3940,38665,7816.5786
3941,38684,6683.404
3942,38696,6733.703
3943,38744,6370.214
3944,38759,10463.067
3945,38766,11038.816
3946,38790,0.0
3947,38828,0.0
3948,38839,0.0
3949,38841,5360.0674
3950,38843,11861.121
3951,38847,2664.3708
3952,38848,5772.739
3953,38863,7585.055
3954,38867,0.0
3955,38872,2519.818
3956,38874,7930.35
3957,38894,4760.845
3958,38896,0.0
3959,38905,0.0
3960,38907,6043.521
3961,38914,6895.336
3962,38920,5917.2656
3963,38929,10805.4795
3964,38940,0.0
3965,38943,4719.8926
3966,38947,5847.282
3967,38963,8170.1445
3968,38965,4996.0747
3969,38968,20814.316
3970,38985,8830.584
3971,38996,0.0
3972,39030,3711.7825
3973,39035,8099.382
3974,39042,4070.7874
3975,39054,6480.186
3976,39061,4989.6147
3977,39071,3349.5767
3978,39083,0.0
3979,39102,7503.8555
3980,39119,5365.7285
3981,39133,0.0
3982,39137,3920.341
3983,39142,3936.5176
3984,39148,6271.6284
3985,39154,15483.054
3986,39159,4917.238
3987,39162,7096.1196
3988,39163,0.0
3989,39207,6120.7666
3990,39218,4079.1487
3991,39228,2965.438
3992,39243,8921.241
3993,39285,0.0
3994,39287,10793.857
3995,39299,4047.683
3996,39347,0.0
3997,39371,8321.389
3998,39379,7375.628
3999,39383,8032.8564
4000,39384,10179.856
4001,39429,4096.6226
4002,39433,0.0
4003,39447,11534.197
4004,39483,11195.287
4005,39493,7633.447
4006,39494,5461.438
4007,39495,4109.0776
4008,39505,4872.2905
4009,39513,8758.412
4010,39521,6595.958
4011,39525,6690.515
4012,39529,0.0
4013,39548,6693.2393
4014,39549,2226.9082
4015,39553,6030.117
4016,39564,6832.0737
4017,39583,6012.2397
4018,39602,6574.5117
4019,39612,14846.185
4020,39622,9081.707
4021,39641,0.0
4022,39651,6065.4624
4023,39656,5210.642
4024,39659,3540.7146
4025,39676,6846.877
4026,39677,5885.9214
4027,39681,5395.888
4028,39688,0.0
4029,39701,2466.6306
4030,39707,0.0
4031,39708,3826.5046
4032,39713,9033.859
4033,39724,0.0
4034,39727,0.0
4035,39731,0.0
4036,39734,6382.9385
4037,39744,4558.998
4038,39753,7192.0874
4039,39764,5854.596
4040,39770,7398.4507
4041,39775,7486.178
4042,39782,11763.933
4043,39786,11551.585
4044,39789,2679.5535
4045,39827,2889.232
4046,39859,6051.94
4047,39869,0.0
4048,39888,6679.329
4049,39905,3960.0305
4050,39942,7026.074
4051,39943,0.0
4052,39945,9295.989
4053,39964,7736.2495
4054,39966,8133.317
4055,39970,5000.2363
4056,39974,14083.062
4057,39992,0.0
4058,40009,0.0
4059,40016,0.0
4060,40033,3999.49
4061,40046,6408.084
4062,40071,2097.337
4063,40076,9181.238
4064,40090,5372.4595
4065,40095,5282.0244
4066,40103,4208.4697
4067,40104,9452.721
4068,40107,0.0
4069,40109,3423.4814
4070,40116,6530.1714
4071,40120,7536.961
4072,40124,10324.544
4073,40131,2915.6067
4074,40136,3972.586
4075,40140,0.0
4076,40156,7630.925
4077,40157,10179.856
4078,40168,2423.1523
4079,40171,8553.296
4080,40196,12582.49
4081,40203,4834.1553
4082,40209,0.0
4083,40227,2460.347
4084,40250,3466.5293
4085,40262,4288.5293
4086,40264,4148.297
4087,40275,4859.774
4088,40280,6058.6304
4089,40281,8673.122
4090,40312,7810.534
4091,40316,5631.693
4092,40318,4842.4336
4093,40326,5620.2646
4094,40330,7608.809
4095,40332,0.0
4096,40343,9090.185
4097,40355,0.0
4098,40372,6720.951
4099,40383,0.0
4100,40386,2034.0968
4101,40389,0.0
4102,40415,6093.851
4103,40420,4456.3853
4104,40426,4448.8613
4105,40434,4209.2744
4106,40446,9483.74
4107,40448,10659.082
4108,40450,4313.9785
4109,40463,6709.224
4110,40482,8459.017
4111,40483,5739.5664
4112,40484,6716.9316
4113,40500,4889.206
4114,40507,9490.226
4115,40517,10386.687
4116,40526,5293.38
4117,40532,0.0
4118,40541,0.0
4119,40553,4971.2427
4120,40554,5609.911
4121,40566,5181.9507
4122,40571,4512.8306
4123,40576,9635.945
4124,40584,9638.012
4125,40604,10024.948
4126,40638,10252.891
4127,40661,7508.869
4128,40673,0.0
4129,40688,4343.117
4130,40693,0.0
4131,40701,0.0
4132,40707,6254.9824
4133,40727,0.0
4134,40741,0.0
4135,40755,2808.7454
4136,40760,5366.4155
4137,40774,0.0
4138,40791,0.0
4139,40797,4553.335
4140,40811,9685.366
4141,40821,7584.057
4142,40847,8280.81
4143,40849,4714.25
4144,40855,8682.5
4145,40858,0.0
4146,40875,6879.6323
4147,40883,5281.717
4148,40891,4427.8364
4149,40899,7726.4917
4150,40920,0.0
4151,40924,6051.3525
4152,40932,0.0
4153,40948,0.0
4154,40963,7261.7485
4155,40964,4152.24
4156,40965,0.0
4157,40967,4641.94
4158,40970,8696.651
4159,41003,4126.972
4160,41008,0.0
4161,41029,5664.5894
4162,41053,4879.321
4163,41062,6907.9585
4164,41068,18900.666
4165,41076,0.0
4166,41080,6224.782
4167,41097,12655.634
4168,41099,4732.5347
4169,41110,4231.2427
4170,41124,0.0
4171,41130,5199.583
4172,41134,4803.7476
4173,41137,0.0
4174,41149,9400.751
4175,41172,6034.4067
4176,41174,6767.879
4177,41177,0.0
4178,41182,6342.2295
4179,41192,3195.2065
4180,41197,4889.207
4181,41208,5044.13
4182,41224,6032.914
4183,41241,7675.1367
4184,41243,4256.04
4185,41245,8909.831
4186,41255,0.0
4187,41263,6887.698
4188,41266,0.0
4189,41268,5403.9316
4190,41284,17894.99
4191,41287,7114.2817
4192,41296,8667.059
4193,41298,4957.552
4194,41325,5098.0103
4195,41332,11366.373
4196,41362,3202.5073
4197,41367,6657.9673
4198,41376,4991.335
4199,41377,8496.108
4200,41383,4281.4976
4201,41403,7985.4634
4202,41412,10578.123
4203,41473,0.0
4204,41491,4826.2866
4205,41497,6745.5093
4206,41499,0.0
4207,41506,7298.5674
4208,41510,8895.162
4209,41518,5293.516
4210,41531,13090.3
4211,41534,8730.801
4212,41543,0.0
4213,41553,0.0
4214,41559,5290.2896
4215,41571,8815.179
4216,41580,0.0
4217,41586,13328.375
4218,41593,3692.6597
4219,41598,7216.767
4220,41612,6097.3545
4221,41626,12979.497
4222,41632,5654.191
4223,41634,0.0
4224,41642,6770.1367
4225,41647,13728.549
4226,41660,0.0
4227,41663,7003.8125
4228,41679,5079.3574
4229,41687,12606.033
4230,41695,7594.1357
4231,41699,9247.637
4232,41707,0.0
4233,41710,3782.937
4234,41779,6227.024
4235,41783,5592.6104
4236,41787,6869.9243
4237,41805,5867.8423
4238,41810,0.0
4239,41816,4801.4355
4240,41834,5580.8896
4241,41856,7288.2993
4242,41869,6696.654
4243,41876,6202.081
4244,41877,2332.177
4245,41885,6252.4136
4246,41886,0.0
4247,41888,5442.982
4248,41894,18115.209
4249,41895,11888.89
4250,41896,3004.329
4251,41923,9481.436
4252,41927,7214.235
4253,41934,5468.0327
4254,41944,6103.108
4255,41960,6179.8384
4256,41969,0.0
4257,41977,0.0
4258,41988,4725.358
4259,41994,6286.225
4260,41995,4352.67
4261,42004,3769.3115
4262,42026,5884.383
4263,42051,7864.2754
4264,42063,0.0
4265,42079,9439.589
4266,42089,6501.6455
4267,42101,6215.5
4268,42111,6647.7896
4269,42128,5126.3516
4270,42135,7056.5073
4271,42139,7485.6064
4272,42140,0.0
4273,42148,12770.734
4274,42153,4408.205
4275,42171,3970.1538
4276,42176,7877.744
4277,42191,6965.383
4278,42192,0.0
4279,42210,4965.6416
4280,42214,6914.954
4281,42241,13521.403
4282,42246,12266.495
4283,42257,5166.028
4284,42258,11309.433
4285,42268,0.0
4286,42273,4553.4883
4287,42279,6183.5366
4288,42283,11071.714
4289,42292,7679.7197
4290,42298,14013.465
4291,42304,5695.4805
4292,42305,6169.9556
4293,42324,6882.116
4294,42341,0.0
4295,42354,8134.5356
4296,42363,6807.1387
4297,42394,3091.9814
4298,42404,6430.9966
4299,42414,9356.439
4300,42421,5422.1963
4301,42422,7424.2783
4302,42430,3739.4937
4303,42461,4819.5127
4304,42464,6930.7285
4305,42470,8435.419
4306,42474,5286.0317
4307,42481,0.0
4308,42494,5269.001
4309,42499,7645.5005
4310,42520,6670.701
4311,42526,10759.712
4312,42533,7546.602
4313,42535,5915.122
4314,42590,12186.84
4315,42598,4278.8613
4316,42609,3479.2712
4317,42617,3565.9316
4318,42619,8325.294
4319,42626,5675.181
4320,42643,4917.0474
4321,42644,5742.4487
4322,42650,7960.018
4323,42656,12543.116
4324,42659,4969.2764
4325,42673,5953.473
4326,42681,7890.097
4327,42685,8551.469
4328,42692,1447.1207
4329,42694,5527.1655
4330,42698,0.0
4331,42701,5766.5117
4332,42703,0.0
4333,42748,12128.252
4334,42755,6272.133
4335,42756,0.0
4336,42777,6545.561
4337,42785,5861.2964
4338,42811,4958.557
4339,42816,6058.2563
4340,42818,7584.6953
4341,42822,6318.4844
4342,42832,5279.9844
4343,42869,0.0
4344,42872,8194.9375
4345,42873,8749.674
4346,42874,4243.6543
4347,42879,0.0
4348,42881,5521.609
4349,42897,8181.673
4350,42908,10175.947
4351,42918,0.0
4352,42923,10014.329
4353,42927,7975.4688
4354,42929,4378.882
4355,42930,4849.126
4356,42948,4037.9082
4357,42957,0.0
4358,42959,4472.1343
4359,42973,9650.23
4360,42977,5808.236
4361,42980,11472.24
4362,42981,3862.9048
4363,42998,0.0
4364,43005,6297.026
4365,43009,2592.504
4366,43024,0.0
4367,43025,5078.9526
4368,43036,4454.7324
4369,43053,8360.603
4370,43061,10512.887
4371,43068,0.0
4372,43078,5444.194
4373,43090,8058.0146
4374,43100,8948.744
4375,43107,9413.13
4376,43125,5417.0317
4377,43133,11290.786
4378,43158,0.0
4379,43172,7861.497
4380,43178,5401.489
4381,43180,2784.1843
4382,43214,0.0
4383,43219,6179.8477
4384,43221,9404.61
4385,43230,7936.8438
4386,43241,7264.2417
4387,43245,0.0
4388,43256,0.0
4389,43267,5144.764
4390,43273,4749.0845
4391,43278,16001.442
4392,43284,0.0
4393,43285,5317.189
4394,43291,9414.158
4395,43298,12994.574
4396,43305,0.0
4397,43315,5573.032
4398,43321,5738.8223
4399,43340,6413.463
4400,43341,4340.229
4401,43381,13977.568
4402,43383,7098.061
4403,43394,0.0
4404,43395,0.0
4405,43403,0.0
4406,43404,0.0
4407,43458,11959.475
4408,43463,0.0
4409,43464,10779.726
4410,43468,1577.8256
4411,43470,0.0
4412,43484,0.0
4413,43490,5002.8247
4414,43498,6805.5376
4415,43502,0.0
4416,43506,6261.436
4417,43522,6653.2344
4418,43529,7059.686
4419,43533,5885.1816
4420,43540,4983.882
4421,43543,5346.6772
4422,43547,4591.491
4423,43583,12895.638
4424,43588,0.0
4425,43594,2383.1594
4426,43596,4580.331
4427,43606,4550.514
4428,43650,3294.5132
4429,43666,8515.665
4430,43669,0.0
4431,43671,9474.674
4432,43672,8596.404
4433,43673,2909.8623
4434,43675,4695.318
4435,43679,7662.0063
4436,43680,6290.4644
4437,43696,1340.2036
4438,43698,7539.4585
4439,43706,6406.5117
4440,43713,3892.5317
4441,43715,5830.738
4442,43722,5931.8584
4443,43749,0.0
4444,43750,0.0
4445,43752,0.0
4446,43753,1643.3474
4447,43765,10266.084
4448,43772,7151.0835
4449,43778,5906.9287
4450,43779,9830.072
4451,43795,4681.068
4452,43800,7044.1206
4453,43846,3706.8306
4454,43853,6441.721
4455,43865,3940.5518
4456,43867,6219.4863
4457,43883,12064.395
4458,43886,5511.5713
4459,43893,3911.2056
4460,43899,3381.9766
4461,43907,7305.558
4462,43911,7779.3047
4463,43917,7025.9966
4464,43919,14111.383
4465,43938,6547.677
4466,43942,6776.272
4467,43943,2673.0854
4468,43951,5974.2866
4469,43953,4149.2603
4470,43982,2822.6628
4471,43983,2940.4434
4472,43984,6727.675
4473,44000,5412.8
4474,44009,4761.371
4475,44034,0.0
4476,44046,8067.8076
4477,44053,0.0
4478,44056,4995.698
4479,44087,7970.6494
4480,44094,4959.836
4481,44098,6095.482
4482,44122,4404.779
4483,44138,5423.45
4484,44140,0.0
4485,44142,6130.914
4486,44150,5476.553
4487,44152,6853.0796
4488,44169,5700.567
4489,44181,0.0
4490,44183,8274.646
4491,44184,4888.0093
4492,44189,9999.868
4493,44194,0.0
4494,44203,0.0
4495,44204,10739.33
4496,44216,7017.642
4497,44226,5045.075
4498,44229,5937.491
4499,44235,6124.543
4500,44245,5562.577
4501,44250,11292.138
4502,44256,0.0
4503,44261,7260.806
4504,44269,4979.6084
4505,44292,4787.9985
4506,44301,9491.672
4507,44302,6428.632
4508,44322,4554.731
4509,44333,5236.9507
4510,44337,8593.672
4511,44340,4722.502
4512,44348,14896.847
4513,44353,4722.891
4514,44356,4871.229
4515,44383,5643.9165
4516,44391,10560.871
4517,44394,13040.266
4518,44403,4865.9263
4519,44407,4687.258
4520,44411,11109.838
4521,44412,8049.6177
4522,44419,5296.5474
4523,44442,6114.4097
4524,44443,0.0
4525,44452,5704.4556
4526,44456,10290.636
4527,44462,3955.1445
4528,44487,7936.7837
4529,44504,0.0
4530,44514,8439.241
4531,44527,13635.683
4532,44540,4293.8867
4533,44555,4440.313
4534,44570,7215.4414
4535,44581,7773.1187
4536,44590,8401.7705
4537,44604,5331.9814
4538,44615,0.0
4539,44621,0.0
4540,44636,4289.377
4541,44653,0.0
4542,44656,5687.844
4543,44684,5890.4326
4544,44690,5674.7583
4545,44696,7224.3574
4546,44718,5614.8955
4547,44731,7267.5127
4548,44740,0.0
4549,44780,7272.701
4550,44781,6424.4746
4551,44782,7111.6123
4552,44803,6983.939
4553,44821,7360.062
4554,44840,4043.07
4555,44858,7174.611
4556,44866,7656.6177
4557,44875,5809.934
4558,44878,4920.9434
4559,44896,4895.9077
4560,44909,6669.6904
4561,44913,7919.695
4562,44919,12575.742
4563,44921,6774.7773
4564,44928,9893.148
4565,44934,6352.408
4566,44943,4763.386
4567,44959,0.0
4568,44967,9388.539
4569,44968,6484.8755
4570,44976,6783.2905
4571,44984,6872.81
4572,44995,6780.1772
4573,44997,0.0
4574,45009,7840.409
4575,45018,6431.519
4576,45027,6365.637
4577,45038,4234.9224
4578,45042,9276.493
4579,45044,7629.2437
4580,45048,0.0
4581,45090,0.0
4582,45097,10105.1455
4583,45110,7120.1533
4584,45111,0.0
4585,45129,0.0
4586,45133,0.0
4587,45134,5169.84
4588,45139,6384.0576
4589,45147,4218.199
4590,45151,2250.1401
4591,45165,6539.492
4592,45184,7982.506
4593,45187,0.0
4594,45189,9045.518
4595,45192,5455.929
4596,45195,0.0
4597,45214,5843.632
4598,45222,0.0
4599,45240,0.0
4600,45241,7982.9307
4601,45250,8587.781
4602,45258,4264.077
4603,45259,8234.553
4604,45261,4377.5522
4605,45268,0.0
4606,45270,3295.838
4607,45273,0.0
4608,45287,7146.455
4609,45288,7756.887
4610,45295,8682.284
4611,45314,6352.0044
4612,45319,3397.9185
4613,45322,7922.478
4614,45329,6331.5107
4615,45338,0.0
4616,45377,4928.5356
4617,45391,5775.594
4618,45392,3991.5493
4619,45400,7270.3994
4620,45407,5224.013
4621,45410,0.0
4622,45411,13481.408
4623,45428,4127.902
